,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
7489,2/8/21,Northeast,Rhode Island,Providence,Men's Apparel,41.0,35.0,1435.0,588.0,Online
7490,2/8/21,Northeast,Rhode Island,Providence,Women's Apparel,33.0,65.0,2145.0,1137.0,Online
7491,3/6/21,Northeast,Rhode Island,Providence,Men's Street Footwear,34.0,111.0,3774.0,1887.0,Online
7492,3/6/21,Northeast,Rhode Island,Providence,Men's Athletic Footwear,34.0,44.0,1496.0,673.0,Online
7493,3/6/21,Northeast,Rhode Island,Providence,Women's Street Footwear,23.0,51.0,1173.0,610.0,Online
7494,3/6/21,Northeast,Rhode Island,Providence,Women's Athletic Footwear,29.0,8.0,232.0,116.0,Online
7495,3/6/21,Northeast,Rhode Island,Providence,Men's Apparel,44.0,20.0,880.0,396.0,Online
7496,3/6/21,Northeast,Rhode Island,Providence,Women's Apparel,32.0,51.0,1632.0,881.0,Online
7497,4/7/21,Northeast,Rhode Island,Providence,Men's Street Footwear,32.0,111.0,3552.0,1740.0,Online
7498,4/7/21,Northeast,Rhode Island,Providence,Men's Athletic Footwear,32.0,33.0,1056.0,528.0,Online
7499,4/7/21,Northeast,Rhode Island,Providence,Women's Street Footwear,24.0,36.0,864.0,449.0,Online
7500,4/7/21,Northeast,Rhode Island,Providence,Women's Athletic Footwear,29.0,13.0,377.0,200.0,Online
7501,4/7/21,Northeast,Rhode Island,Providence,Men's Apparel,44.0,15.0,660.0,264.0,Online
7502,4/7/21,Northeast,Rhode Island,Providence,Women's Apparel,33.0,50.0,1650.0,858.0,Online
7503,5/6/21,Northeast,Rhode Island,Providence,Men's Street Footwear,49.0,122.0,5978.0,2989.0,Online
7504,5/6/21,Northeast,Rhode Island,Providence,Men's Athletic Footwear,43.0,49.0,2107.0,948.0,Online
7505,5/6/21,Northeast,Rhode Island,Providence,Women's Street Footwear,39.0,60.0,2340.0,1264.0,Online
7506,5/6/21,Northeast,Rhode Island,Providence,Women's Athletic Footwear,39.0,44.0,1716.0,892.0,Online
7507,5/6/21,Northeast,Rhode Island,Providence,Men's Apparel,49.0,46.0,2254.0,902.0,Online
7508,5/6/21,Northeast,Rhode Island,Providence,Women's Apparel,52.0,81.0,4212.0,2232.0,Online
7509,6/8/21,Northeast,Rhode Island,Providence,Men's Street Footwear,47.0,138.0,6486.0,2919.0,Online
7510,6/8/21,Northeast,Rhode Island,Providence,Men's Athletic Footwear,41.0,90.0,3690.0,1808.0,Online
7511,6/8/21,Northeast,Rhode Island,Providence,Women's Street Footwear,39.0,65.0,2535.0,1394.0,Online
7512,6/8/21,Northeast,Rhode Island,Providence,Women's Athletic Footwear,39.0,60.0,2340.0,1264.0,Online
7513,6/8/21,Northeast,Rhode Island,Providence,Men's Apparel,48.0,58.0,2784.0,1141.0,Online
7514,6/8/21,Northeast,Rhode Island,Providence,Women's Apparel,51.0,88.0,4488.0,2289.0,Online
7515,7/6/21,Northeast,Rhode Island,Providence,Men's Street Footwear,46.0,167.0,7682.0,3457.0,Online
7516,7/6/21,Northeast,Rhode Island,Providence,Men's Athletic Footwear,41.0,81.0,3321.0,1661.0,Online
7517,7/6/21,Northeast,Rhode Island,Providence,Women's Street Footwear,37.0,65.0,2405.0,1251.0,Online
7518,7/6/21,Northeast,Rhode Island,Providence,Women's Athletic Footwear,37.0,58.0,2146.0,1116.0,Online
7519,7/6/21,Northeast,Rhode Island,Providence,Men's Apparel,47.0,63.0,2961.0,1184.0,Online
7520,7/6/21,Northeast,Rhode Island,Providence,Women's Apparel,50.0,116.0,5800.0,2900.0,Online
7521,8/7/21,Northeast,Rhode Island,Providence,Men's Street Footwear,46.0,143.0,6578.0,3157.0,Online
7522,8/7/21,Northeast,Rhode Island,Providence,Men's Athletic Footwear,42.0,91.0,3822.0,1796.0,Online
7523,8/7/21,Northeast,Rhode Island,Providence,Women's Street Footwear,38.0,75.0,2850.0,1568.0,Online
7524,8/7/21,Northeast,Rhode Island,Providence,Women's Athletic Footwear,37.0,39.0,1443.0,765.0,Online
7525,8/7/21,Northeast,Rhode Island,Providence,Men's Apparel,45.0,31.0,1395.0,558.0,Online
7526,8/7/21,Northeast,Rhode Island,Providence,Women's Apparel,52.0,87.0,4524.0,2443.0,Online
7527,9/6/21,Northeast,Rhode Island,Providence,Men's Street Footwear,45.0,111.0,4995.0,2248.0,Online
7528,9/6/21,Northeast,Rhode Island,Providence,Men's Athletic Footwear,43.0,56.0,2408.0,1156.0,Online
7529,9/6/21,Northeast,Rhode Island,Providence,Women's Street Footwear,36.0,38.0,1368.0,698.0,Online
7530,9/6/21,Northeast,Rhode Island,Providence,Women's Athletic Footwear,39.0,27.0,1053.0,569.0,Online
7531,9/6/21,Northeast,Rhode Island,Providence,Men's Apparel,47.0,27.0,1269.0,520.0,Online
7532,9/6/21,Northeast,Rhode Island,Providence,Women's Apparel,52.0,58.0,3016.0,1538.0,Online
7533,10/8/21,Northeast,Rhode Island,Providence,Men's Street Footwear,53.0,94.0,4982.0,2491.0,Online
7534,10/8/21,Northeast,Rhode Island,Providence,Men's Athletic Footwear,46.0,56.0,2576.0,1262.0,Online
7535,10/8/21,Northeast,Rhode Island,Providence,Women's Street Footwear,45.0,29.0,1305.0,679.0,Online
7536,10/8/21,Northeast,Rhode Island,Providence,Women's Athletic Footwear,47.0,23.0,1081.0,541.0,Online
7537,10/8/21,Northeast,Rhode Island,Providence,Men's Apparel,55.0,19.0,1045.0,418.0,Online
7538,10/8/21,Northeast,Rhode Island,Providence,Women's Apparel,64.0,58.0,3712.0,1893.0,Online
7539,11/7/21,Northeast,Rhode Island,Providence,Men's Street Footwear,55.0,95.0,5225.0,2560.0,Online
7540,11/7/21,Northeast,Rhode Island,Providence,Men's Athletic Footwear,46.0,63.0,2898.0,1304.0,Online
7541,11/7/21,Northeast,Rhode Island,Providence,Women's Street Footwear,48.0,64.0,3072.0,1659.0,Online
7542,11/7/21,Northeast,Rhode Island,Providence,Women's Athletic Footwear,48.0,58.0,2784.0,1531.0,Online
7543,11/7/21,Northeast,Rhode Island,Providence,Men's Apparel,58.0,44.0,2552.0,1123.0,Online
7544,11/7/21,Northeast,Rhode Island,Providence,Women's Apparel,60.0,77.0,4620.0,2402.0,Online
7545,12/6/21,Northeast,Rhode Island,Providence,Men's Street Footwear,54.0,135.0,7290.0,3645.0,Online
7546,12/6/21,Northeast,Rhode Island,Providence,Men's Athletic Footwear,45.0,78.0,3510.0,1685.0,Online
7547,12/6/21,Northeast,Rhode Island,Providence,Women's Street Footwear,47.0,74.0,3478.0,1774.0,Online
7548,12/6/21,Northeast,Rhode Island,Providence,Women's Athletic Footwear,48.0,65.0,3120.0,1560.0,Online
7549,12/6/21,Northeast,Rhode Island,Providence,Men's Apparel,56.0,68.0,3808.0,1637.0,Online
7550,12/6/21,Northeast,Rhode Island,Providence,Women's Apparel,60.0,85.0,5100.0,2805.0,Online
7551,1/17/21,Northeast,Rhode Island,Providence,Men's Street Footwear,38.0,126.0,4788.0,2059.0,Online
7552,1/17/21,Northeast,Rhode Island,Providence,Men's Athletic Footwear,38.0,68.0,2584.0,1137.0,Online
7553,1/17/21,Northeast,Rhode Island,Providence,Women's Street Footwear,27.0,73.0,1971.0,710.0,Online
7554,1/17/21,Northeast,Rhode Island,Providence,Women's Athletic Footwear,34.0,26.0,884.0,336.0,Online
7555,1/17/21,Northeast,Rhode Island,Providence,Men's Apparel,48.0,41.0,1968.0,768.0,Online
7556,1/17/21,Northeast,Rhode Island,Providence,Women's Apparel,38.0,70.0,2660.0,1091.0,Online
7557,2/15/21,Northeast,Rhode Island,Providence,Men's Street Footwear,36.0,140.0,5040.0,2066.0,Online
7558,2/15/21,Northeast,Rhode Island,Providence,Men's Athletic Footwear,38.0,41.0,1558.0,654.0,Online
7559,2/15/21,Northeast,Rhode Island,Providence,Women's Street Footwear,29.0,60.0,1740.0,661.0,Online
7560,2/15/21,Northeast,Massachusetts,Boston,Women's Athletic Footwear,32.0,68.0,2176.0,827.0,Online
7561,2/15/21,Northeast,Massachusetts,Boston,Men's Apparel,48.0,41.0,1968.0,748.0,Online
7562,2/15/21,Northeast,Massachusetts,Boston,Women's Apparel,38.0,75.0,2850.0,1254.0,Online
7563,3/13/21,Northeast,Massachusetts,Boston,Men's Street Footwear,38.0,127.0,4826.0,2123.0,Online
7564,3/13/21,Northeast,Massachusetts,Boston,Men's Athletic Footwear,38.0,47.0,1786.0,804.0,Online
7565,3/13/21,Northeast,Massachusetts,Boston,Women's Street Footwear,28.0,50.0,1400.0,546.0,Online
7566,3/13/21,Northeast,Massachusetts,Boston,Women's Athletic Footwear,34.0,87.0,2958.0,1065.0,Online
7567,3/13/21,Northeast,Massachusetts,Boston,Men's Apparel,46.0,29.0,1334.0,520.0,Online
7568,3/13/21,Northeast,Massachusetts,Boston,Women's Apparel,39.0,54.0,2106.0,863.0,Online
7569,4/14/21,Northeast,Massachusetts,Boston,Men's Street Footwear,38.0,117.0,4446.0,2001.0,Online
7570,4/14/21,Northeast,Massachusetts,Boston,Men's Athletic Footwear,37.0,45.0,1665.0,733.0,Online
7571,4/14/21,Northeast,Massachusetts,Boston,Women's Street Footwear,29.0,41.0,1189.0,416.0,Online
7572,4/14/21,Northeast,Massachusetts,Boston,Women's Athletic Footwear,32.0,35.0,1120.0,437.0,Online
7573,4/14/21,Northeast,Massachusetts,Boston,Men's Apparel,49.0,33.0,1617.0,614.0,Online
7574,4/14/21,Northeast,Massachusetts,Boston,Women's Apparel,39.0,83.0,3237.0,1424.0,Online
7575,5/13/21,Northeast,Massachusetts,Boston,Men's Street Footwear,53.0,129.0,6837.0,2940.0,Online
7576,5/13/21,Northeast,Massachusetts,Boston,Men's Athletic Footwear,47.0,54.0,2538.0,1091.0,Online
7577,5/13/21,Northeast,Massachusetts,Boston,Women's Street Footwear,41.0,56.0,2296.0,918.0,Online
7578,5/13/21,Northeast,Massachusetts,Boston,Women's Athletic Footwear,44.0,47.0,2068.0,807.0,Online
7579,5/13/21,Northeast,Massachusetts,Boston,Men's Apparel,50.0,54.0,2700.0,1026.0,Online
7580,5/13/21,Northeast,Massachusetts,Boston,Women's Apparel,55.0,88.0,4840.0,1984.0,Online
7581,6/15/21,Northeast,Massachusetts,Boston,Men's Street Footwear,51.0,155.0,7905.0,3320.0,Online
7582,6/15/21,Northeast,Massachusetts,Boston,Men's Athletic Footwear,47.0,94.0,4418.0,1856.0,Online
7583,6/15/21,Northeast,Massachusetts,Boston,Women's Street Footwear,42.0,68.0,2856.0,1028.0,Online
7584,6/15/21,Northeast,Massachusetts,Boston,Women's Athletic Footwear,41.0,65.0,2665.0,933.0,Online
7585,6/15/21,Northeast,Massachusetts,Boston,Men's Apparel,51.0,59.0,3009.0,1143.0,Online
7586,6/15/21,Northeast,Massachusetts,Boston,Women's Apparel,54.0,101.0,5454.0,2182.0,Online
7587,7/13/21,Northeast,Massachusetts,Boston,Men's Street Footwear,52.0,150.0,7800.0,3276.0,Online
7588,7/13/21,Northeast,Massachusetts,Boston,Men's Athletic Footwear,49.0,105.0,5145.0,2212.0,Online
7589,7/13/21,Northeast,Massachusetts,Boston,Women's Street Footwear,41.0,77.0,3157.0,1168.0,Online
7590,7/13/21,Northeast,Massachusetts,Boston,Women's Athletic Footwear,44.0,56.0,2464.0,887.0,Online
7591,7/13/21,Northeast,Massachusetts,Boston,Men's Apparel,53.0,68.0,3604.0,1406.0,Online
7592,7/13/21,Northeast,Massachusetts,Boston,Women's Apparel,55.0,128.0,7040.0,2957.0,Online
7593,8/14/21,Northeast,Massachusetts,Boston,Men's Street Footwear,50.0,161.0,8050.0,3542.0,Online
7594,8/14/21,Northeast,Massachusetts,Boston,Men's Athletic Footwear,47.0,88.0,4136.0,1696.0,Online
7595,8/14/21,Northeast,Massachusetts,Boston,Women's Street Footwear,42.0,69.0,2898.0,1014.0,Online
7596,8/14/21,Northeast,Massachusetts,Boston,Women's Athletic Footwear,42.0,51.0,2142.0,771.0,Online
7597,8/14/21,Northeast,Massachusetts,Boston,Men's Apparel,50.0,44.0,2200.0,814.0,Online
7598,8/14/21,Northeast,Massachusetts,Boston,Women's Apparel,58.0,91.0,5278.0,2375.0,Online
7599,9/13/21,Northeast,Massachusetts,Boston,Men's Street Footwear,53.0,135.0,7155.0,3005.0,Online
7600,9/13/21,Northeast,Massachusetts,Boston,Men's Athletic Footwear,49.0,63.0,3087.0,1235.0,Online
7601,9/13/21,Northeast,Massachusetts,Boston,Women's Street Footwear,41.0,39.0,1599.0,592.0,Online
7602,9/13/21,Northeast,Massachusetts,Boston,Women's Athletic Footwear,42.0,36.0,1512.0,605.0,Online
7603,9/13/21,Northeast,Massachusetts,Boston,Men's Apparel,52.0,34.0,1768.0,636.0,Online
7604,9/13/21,Northeast,Massachusetts,Boston,Women's Apparel,57.0,63.0,3591.0,1616.0,Online
7605,10/15/21,Northeast,Massachusetts,Boston,Men's Street Footwear,57.0,120.0,6840.0,3078.0,Online
7606,10/15/21,Northeast,Massachusetts,Boston,Men's Athletic Footwear,53.0,56.0,2968.0,1336.0,Online
7607,10/15/21,Northeast,Massachusetts,Boston,Women's Street Footwear,53.0,34.0,1802.0,631.0,Online
7608,10/15/21,Northeast,Massachusetts,Boston,Women's Athletic Footwear,54.0,27.0,1458.0,554.0,Online
7609,10/15/21,Northeast,Massachusetts,Boston,Men's Apparel,62.0,27.0,1674.0,586.0,Online
7610,10/15/21,Northeast,Massachusetts,Boston,Women's Apparel,66.0,65.0,4290.0,1888.0,Online
7611,11/14/21,Northeast,Massachusetts,Boston,Men's Street Footwear,62.0,113.0,7006.0,3013.0,Online
7612,11/14/21,Northeast,Massachusetts,Boston,Men's Athletic Footwear,52.0,90.0,4680.0,2059.0,Online
7613,11/14/21,Northeast,Massachusetts,Boston,Women's Street Footwear,50.0,83.0,4150.0,1494.0,Online
7614,11/14/21,Northeast,Massachusetts,Boston,Women's Athletic Footwear,51.0,80.0,4080.0,1591.0,Online
7615,11/14/21,Northeast,Massachusetts,Boston,Men's Apparel,63.0,70.0,4410.0,1676.0,Online
7616,11/14/21,Northeast,Massachusetts,Boston,Women's Apparel,64.0,98.0,6272.0,2822.0,Online
7617,12/13/21,Northeast,Massachusetts,Boston,Men's Street Footwear,64.0,150.0,9600.0,3936.0,Online
7618,12/13/21,Northeast,Massachusetts,Boston,Men's Athletic Footwear,53.0,105.0,5565.0,2226.0,Online
7619,12/13/21,Northeast,Massachusetts,Boston,Women's Street Footwear,51.0,98.0,4998.0,1949.0,Online
7620,12/13/21,Northeast,Massachusetts,Boston,Women's Athletic Footwear,52.0,75.0,3900.0,1482.0,Online
7621,12/13/21,Northeast,Massachusetts,Boston,Men's Apparel,62.0,84.0,5208.0,2031.0,Online
7622,12/13/21,Northeast,Massachusetts,Boston,Women's Apparel,65.0,112.0,7280.0,3203.0,Online
7623,1/14/21,Northeast,Massachusetts,Boston,Men's Street Footwear,44.0,152.0,6688.0,3678.0,Online
7624,1/14/21,Northeast,Massachusetts,Boston,Men's Athletic Footwear,42.0,94.0,3948.0,2369.0,Online
7625,1/14/21,Northeast,Massachusetts,Boston,Women's Street Footwear,32.0,91.0,2912.0,1310.0,Online
7626,1/14/21,Northeast,Massachusetts,Boston,Women's Athletic Footwear,39.0,44.0,1716.0,841.0,Online
7627,1/14/21,Northeast,Massachusetts,Boston,Men's Apparel,52.0,68.0,3536.0,1662.0,Online
7628,1/14/21,Northeast,Massachusetts,Boston,Women's Apparel,44.0,98.0,4312.0,2199.0,Online
7629,2/12/21,Northeast,Massachusetts,Boston,Men's Street Footwear,41.0,167.0,6847.0,3834.0,Online
7630,2/12/21,Northeast,Massachusetts,Boston,Men's Athletic Footwear,44.0,61.0,2684.0,1610.0,Online
7631,2/12/21,Northeast,Massachusetts,Boston,Women's Street Footwear,33.0,74.0,2442.0,1221.0,Online
7632,2/12/21,Northeast,Vermont,Burlington,Women's Athletic Footwear,36.0,45.0,1620.0,745.0,Online
7633,2/12/21,Northeast,Vermont,Burlington,Men's Apparel,54.0,63.0,3402.0,1701.0,Online
7634,2/12/21,Northeast,Vermont,Burlington,Women's Apparel,43.0,85.0,3655.0,1974.0,Online
7635,3/10/21,Northeast,Vermont,Burlington,Men's Street Footwear,44.0,142.0,6248.0,3749.0,Online
7636,3/10/21,Northeast,Vermont,Burlington,Men's Athletic Footwear,42.0,70.0,2940.0,1676.0,Online
7637,3/10/21,Northeast,Vermont,Burlington,Women's Street Footwear,34.0,77.0,2618.0,1283.0,Online
7638,3/10/21,Northeast,Vermont,Burlington,Women's Athletic Footwear,36.0,38.0,1368.0,670.0,Online
7639,3/10/21,Northeast,Vermont,Burlington,Men's Apparel,51.0,47.0,2397.0,1175.0,Online
7640,3/10/21,Northeast,Vermont,Burlington,Women's Apparel,41.0,80.0,3280.0,1804.0,Online
7641,4/11/21,Northeast,Vermont,Burlington,Men's Street Footwear,41.0,137.0,5617.0,3146.0,Online
7642,4/11/21,Northeast,Vermont,Burlington,Men's Athletic Footwear,43.0,56.0,2408.0,1397.0,Online
7643,4/11/21,Northeast,Vermont,Burlington,Women's Street Footwear,32.0,65.0,2080.0,1040.0,Online
7644,4/11/21,Northeast,Vermont,Burlington,Women's Athletic Footwear,36.0,44.0,1584.0,792.0,Online
7645,4/11/21,Northeast,Vermont,Burlington,Men's Apparel,51.0,38.0,1938.0,891.0,Online
7646,4/11/21,Northeast,Vermont,Burlington,Women's Apparel,44.0,90.0,3960.0,2020.0,Online
7647,5/10/21,Northeast,Vermont,Burlington,Men's Street Footwear,55.0,154.0,8470.0,4828.0,Online
7648,5/10/21,Northeast,Vermont,Burlington,Men's Athletic Footwear,54.0,80.0,4320.0,2419.0,Online
7649,5/10/21,Northeast,Vermont,Burlington,Women's Street Footwear,49.0,75.0,3675.0,1691.0,Online
7650,5/10/21,Northeast,Vermont,Burlington,Women's Athletic Footwear,46.0,65.0,2990.0,1405.0,Online
7651,5/10/21,Northeast,Vermont,Burlington,Men's Apparel,55.0,72.0,3960.0,1861.0,Online
7652,5/10/21,Northeast,Vermont,Burlington,Women's Apparel,60.0,120.0,7200.0,3744.0,Online
7653,6/12/21,Northeast,Vermont,Burlington,Men's Street Footwear,58.0,163.0,9454.0,5483.0,Online
7654,6/12/21,Northeast,Vermont,Burlington,Men's Athletic Footwear,53.0,116.0,6148.0,3627.0,Online
7655,6/12/21,Northeast,Vermont,Burlington,Women's Street Footwear,45.0,81.0,3645.0,1713.0,Online
7656,6/12/21,Northeast,Vermont,Burlington,Women's Athletic Footwear,47.0,90.0,4230.0,1904.0,Online
7657,6/12/21,Northeast,Vermont,Burlington,Men's Apparel,58.0,81.0,4698.0,2349.0,Online
7658,6/12/21,Northeast,Vermont,Burlington,Women's Apparel,62.0,117.0,7254.0,3772.0,Online
7659,7/10/21,Northeast,Vermont,Burlington,Men's Street Footwear,54.0,182.0,9828.0,5602.0,Online
7660,7/10/21,Northeast,Vermont,Burlington,Men's Athletic Footwear,51.0,115.0,5865.0,3284.0,Online
7661,7/10/21,Northeast,Vermont,Burlington,Women's Street Footwear,46.0,98.0,4508.0,2164.0,Online
7662,7/10/21,Northeast,Vermont,Burlington,Women's Athletic Footwear,46.0,90.0,4140.0,2029.0,Online
7663,7/10/21,Northeast,Vermont,Burlington,Men's Apparel,54.0,94.0,5076.0,2386.0,Online
7664,7/10/21,Northeast,Vermont,Burlington,Women's Apparel,61.0,125.0,7625.0,3965.0,Online
7665,8/11/21,Northeast,Vermont,Burlington,Men's Street Footwear,58.0,176.0,10208.0,6125.0,Online
7666,8/11/21,Northeast,Vermont,Burlington,Men's Athletic Footwear,53.0,106.0,5618.0,3315.0,Online
7667,8/11/21,Northeast,Vermont,Burlington,Women's Street Footwear,48.0,105.0,5040.0,2318.0,Online
7668,8/11/21,Northeast,Vermont,Burlington,Women's Athletic Footwear,49.0,68.0,3332.0,1566.0,Online
7669,8/11/21,Northeast,Vermont,Burlington,Men's Apparel,57.0,65.0,3705.0,1815.0,Online
7670,8/11/21,Northeast,Vermont,Burlington,Women's Apparel,61.0,104.0,6344.0,3235.0,Online
7671,9/10/21,Northeast,Vermont,Burlington,Men's Street Footwear,56.0,137.0,7672.0,4373.0,Online
7672,9/10/21,Northeast,Vermont,Burlington,Men's Athletic Footwear,50.0,85.0,4250.0,2550.0,Online
7673,9/10/21,Northeast,Vermont,Burlington,Women's Street Footwear,46.0,56.0,2576.0,1288.0,Online
7674,9/10/21,Northeast,Vermont,Burlington,Women's Athletic Footwear,45.0,52.0,2340.0,1147.0,Online
7675,9/10/21,Northeast,Vermont,Burlington,Men's Apparel,58.0,50.0,2900.0,1363.0,Online
7676,9/10/21,Northeast,Vermont,Burlington,Women's Apparel,59.0,78.0,4602.0,2531.0,Online
7677,10/12/21,Northeast,Vermont,Burlington,Men's Street Footwear,62.0,133.0,8246.0,4948.0,Online
7678,10/12/21,Northeast,Vermont,Burlington,Men's Athletic Footwear,54.0,75.0,4050.0,2390.0,Online
7679,10/12/21,Northeast,Vermont,Burlington,Women's Street Footwear,59.0,54.0,3186.0,1593.0,Online
7680,10/12/21,Northeast,Vermont,Burlington,Women's Athletic Footwear,55.0,46.0,2530.0,1214.0,Online
7681,10/12/21,Northeast,Vermont,Burlington,Men's Apparel,66.0,51.0,3366.0,1616.0,Online
7682,10/12/21,Northeast,Vermont,Burlington,Women's Apparel,71.0,81.0,5751.0,3048.0,Online
7683,11/11/21,Northeast,Vermont,Burlington,Men's Street Footwear,64.0,126.0,8064.0,4838.0,Online
7684,11/11/21,Northeast,Vermont,Burlington,Men's Athletic Footwear,55.0,81.0,4455.0,2584.0,Online
7685,11/11/21,Northeast,Vermont,Burlington,Women's Street Footwear,57.0,96.0,5472.0,2627.0,Online
7686,11/11/21,Northeast,Vermont,Burlington,Women's Athletic Footwear,55.0,75.0,4125.0,2063.0,Online
7687,11/11/21,Northeast,Vermont,Burlington,Men's Apparel,67.0,80.0,5360.0,2680.0,Online
7688,11/11/21,Northeast,Vermont,Burlington,Women's Apparel,70.0,94.0,6580.0,3487.0,Online
7689,12/10/21,Northeast,Vermont,Burlington,Men's Street Footwear,64.0,168.0,10752.0,6451.0,Online
7690,12/10/21,Northeast,Vermont,Burlington,Men's Athletic Footwear,55.0,100.0,5500.0,3025.0,Online
7691,12/10/21,Northeast,Vermont,Burlington,Women's Street Footwear,55.0,113.0,6215.0,2921.0,Online
7692,12/10/21,Northeast,Vermont,Burlington,Women's Athletic Footwear,56.0,81.0,4536.0,2041.0,Online
7693,12/10/21,Northeast,Vermont,Burlington,Men's Apparel,67.0,81.0,5427.0,2605.0,Online
7694,12/10/21,Northeast,Vermont,Burlington,Women's Apparel,68.0,106.0,7208.0,3748.0,Online
7695,1/21/21,Northeast,Vermont,Burlington,Men's Street Footwear,49.0,131.0,6419.0,3530.0,Online
7696,1/21/21,Northeast,Vermont,Burlington,Men's Athletic Footwear,45.0,91.0,4095.0,2170.0,Online
7697,1/21/21,Northeast,Vermont,Burlington,Women's Street Footwear,38.0,81.0,3078.0,1385.0,Online
7698,1/21/21,Northeast,Vermont,Burlington,Women's Athletic Footwear,43.0,46.0,1978.0,791.0,Online
7699,1/21/21,Northeast,Vermont,Burlington,Men's Apparel,59.0,56.0,3304.0,1454.0,Online
7700,1/21/21,Northeast,Vermont,Burlington,Women's Apparel,49.0,88.0,4312.0,1940.0,Online
7701,2/19/21,Northeast,Vermont,Burlington,Men's Street Footwear,49.0,180.0,8820.0,4675.0,Online
7702,2/19/21,Northeast,Vermont,Burlington,Men's Athletic Footwear,45.0,75.0,3375.0,1721.0,Online
7703,2/19/21,Northeast,Vermont,Burlington,Women's Street Footwear,39.0,90.0,3510.0,1544.0,Online
7704,2/19/21,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,42.0,58.0,2436.0,1047.0,Online
7705,2/19/21,Northeast,New Hampshire,Manchester,Men's Apparel,56.0,83.0,4648.0,1999.0,Online
7706,2/19/21,Northeast,New Hampshire,Manchester,Women's Apparel,46.0,98.0,4508.0,2164.0,Online
7707,3/17/21,Northeast,New Hampshire,Manchester,Men's Street Footwear,49.0,165.0,8085.0,4043.0,Online
7708,3/17/21,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,49.0,69.0,3381.0,1724.0,Online
7709,3/17/21,Northeast,New Hampshire,Manchester,Women's Street Footwear,38.0,75.0,2850.0,1169.0,Online
7710,3/17/21,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,44.0,38.0,1672.0,702.0,Online
7711,3/17/21,Northeast,New Hampshire,Manchester,Men's Apparel,58.0,60.0,3480.0,1566.0,Online
7712,3/17/21,Northeast,New Hampshire,Manchester,Women's Apparel,45.0,75.0,3375.0,1586.0,Online
7713,4/18/21,Northeast,New Hampshire,Manchester,Men's Street Footwear,48.0,154.0,7392.0,3918.0,Online
7714,4/18/21,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,49.0,68.0,3332.0,1833.0,Online
7715,4/18/21,Northeast,New Hampshire,Manchester,Women's Street Footwear,38.0,73.0,2774.0,1221.0,Online
7716,4/18/21,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,44.0,49.0,2156.0,884.0,Online
7717,4/18/21,Northeast,New Hampshire,Manchester,Men's Apparel,57.0,53.0,3021.0,1359.0,Online
7718,4/18/21,Northeast,New Hampshire,Manchester,Women's Apparel,46.0,98.0,4508.0,2074.0,Online
7719,5/17/21,Northeast,New Hampshire,Manchester,Men's Street Footwear,64.0,173.0,11072.0,5868.0,Online
7720,5/17/21,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,54.0,87.0,4698.0,2537.0,Online
7721,5/17/21,Northeast,New Hampshire,Manchester,Women's Street Footwear,51.0,98.0,4998.0,2099.0,Online
7722,5/17/21,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,52.0,80.0,4160.0,1664.0,Online
7723,5/17/21,Northeast,New Hampshire,Manchester,Men's Apparel,63.0,78.0,4914.0,2211.0,Online
7724,5/17/21,Northeast,New Hampshire,Manchester,Women's Apparel,65.0,115.0,7475.0,3439.0,Online
7725,6/19/21,Northeast,New Hampshire,Manchester,Men's Street Footwear,59.0,169.0,9971.0,5285.0,Online
7726,6/19/21,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,56.0,123.0,6888.0,3513.0,Online
7727,6/19/21,Northeast,New Hampshire,Manchester,Women's Street Footwear,53.0,88.0,4664.0,2052.0,Online
7728,6/19/21,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,52.0,91.0,4732.0,1987.0,Online
7729,6/19/21,Northeast,New Hampshire,Manchester,Men's Apparel,60.0,94.0,5640.0,2425.0,Online
7730,6/19/21,Northeast,New Hampshire,Manchester,Women's Apparel,66.0,138.0,9108.0,4281.0,Online
7731,7/17/21,Northeast,New Hampshire,Manchester,Men's Street Footwear,64.0,196.0,12544.0,6648.0,Online
7732,7/17/21,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,55.0,131.0,7205.0,3603.0,Online
7733,7/17/21,Northeast,New Hampshire,Manchester,Women's Street Footwear,54.0,109.0,5886.0,2413.0,Online
7734,7/17/21,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,53.0,85.0,4505.0,1982.0,Online
7735,7/17/21,Northeast,New Hampshire,Manchester,Men's Apparel,60.0,102.0,6120.0,2509.0,Online
7736,7/17/21,Northeast,New Hampshire,Manchester,Women's Apparel,64.0,137.0,8768.0,4296.0,Online
7737,8/18/21,Northeast,New Hampshire,Manchester,Men's Street Footwear,60.0,196.0,11760.0,5998.0,Online
7738,8/18/21,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,58.0,135.0,7830.0,4228.0,Online
